Soil Type,Previous Crop,Acre of Land,Rainfall Frequency,Porosity,Recommended Crop
Peaty,Corn,10,High,High,Lentils
Loamy,Peas,6,Low,Low,Peas
Peaty,Maize,3,Medium,High,Sesame
Peaty,Barley,17,Medium,Low,Lentils
Loamy,Lentils,9,High,Medium,Corn
Loamy,Wheat,19,Low,Low,Peas
Sandy,Flaxseed,10,Medium,High,Cotton
Peaty,Wheat,14,High,Low,Sesame
Sandy,Mustard,17,Medium,Medium,Millets
Loamy,Sunflower,19,High,Low,Sunflower
Sandy,Soybean,20,Low,High,Millets
Chalky,Sesame,13,Medium,High,Flaxseed
Clay,Sunflower,12,Low,Low,Corn
Peaty,Peas,17,Medium,Low,Soybean
Sandy,Chickpea,4,High,High,Millets
Peaty,Millets,5,Medium,High,Soybean
Loamy,Corn,14,Low,Medium,Peas
Chalky,Peas,1,Low,Medium,Barley
Silty,Wheat,20,Medium,High,Tomato
Sandy,Sesame,20,Low,High,Cotton
Sandy,Wheat,12,Low,Low,Mustard
Chalky,Barley,13,High,Medium,Barley
Chalky,Barley,7,Medium,Low,Barley
Loamy,Sesame,20,High,Medium,Sunflower
Peaty,Soybean,6,Low,High,Soybean
Clay,Soybean,15,Low,High,Flaxseed
Peaty,Peas,1,High,High,Lentils
Clay,Lentils,2,Low,High,Coffee
Peaty,Sugarcane,1,Medium,High,Sesame
Sandy,Millets,4,High,Low,Millets
Clay,Soybean,5,High,Medium,Sesame
Clay,Lentils,12,Medium,High,Grapes
Peaty,Peas,1,Low,Low,Sesame
Clay,Flaxseed,11,Medium,Medium,Sugarcane
Sandy,Mustard,20,High,Medium,Mustard
Clay,Corn,13,High,High,Chickpea
Silty,Millets,13,Low,Low,Soybean
Peaty,Soybean,12,Low,Low,Soybean
Clay,Wheat,5,Medium,High,Coffee
Sandy,Wheat,2,High,Medium,Cotton
Peaty,Peas,17,Medium,High,Sesame
Clay,Lentils,14,Medium,Medium,Apple
Silty,Wheat,8,Medium,High,Tomato
Chalky,Sesame,18,Low,Low,Oats
Peaty,Sugarcane,10,Medium,Low,Sesame
Peaty,Lentils,18,Low,Low,Sesame
Clay,Soybean,6,Low,Low,Sunflower
Peaty,Millets,18,Medium,Medium,Sesame
Chalky,Sugarcane,14,High,Medium,Flaxseed
Clay,Soybean,17,Medium,High,Barley
Chalky,Chickpea,10,Medium,Low,Oats
Silty,Sesame,20,Low,High,Soybean
Loamy,Mustard,8,Low,Medium,Peas
Peaty,Soybean,9,Medium,Medium,Sesame
Silty,Wheat,20,Low,Medium,Tomato
Loamy,Barley,4,Medium,Medium,Sunflower
Loamy,Barley,18,Medium,Low,Corn
Chalky,Sunflower,13,Low,Medium,Flaxseed
Peaty,Chickpea,15,Low,High,Sesame
Peaty,Barley,13,Low,Low,Lentils
Clay,Corn,11,Low,High,Mustard
Silty,Corn,6,Medium,Medium,Rice
Clay,Sesame,10,High,Low,Soybean
Sandy,Sesame,6,Medium,High,Millets
Clay,Sesame,2,Medium,High,Lentils
Clay,Corn,14,High,Low,Sesame
Peaty,Wheat,18,Low,Low,Lentils
Chalky,Sesame,15,Medium,Medium,Oats
Loamy,Mustard,1,Medium,High,Sunflower
Silty,Millets,18,High,Medium,Tomato
Chalky,Lentils,12,High,High,Barley
Chalky,Peas,7,Medium,High,Oats
Sandy,Chickpea,3,High,Low,Mustard
Loamy,Lentils,20,High,Medium,Sunflower
Peaty,Tomato,19,Low,High,Lentils
Chalky,Mustard,4,High,Low,Oats
Silty,Chickpea,19,Medium,Low,Tomato
Chalky,Maize,16,Low,Low,Oats
Silty,Maize,8,Medium,Low,Tomato
Silty,Chickpea,15,High,Medium,Tomato
Loamy,Sugarcane,17,Medium,High,Peas
Sandy,Soybean,3,High,Medium,Millets
Sandy,Sunflower,8,Low,High,Mustard
Loamy,Corn,20,High,High,Corn
Chalky,Lentils,6,Low,Low,Barley
Sandy,Wheat,6,High,Low,Millets
Chalky,Maize,4,High,Low,Flaxseed
Clay,Mustard,13,Medium,Medium,Soybean
Sandy,Peas,19,Low,Medium,Mustard
Clay,Flaxseed,15,Low,High,Oats
Clay,Millets,8,Medium,Low,Oats
Loamy,Wheat,3,High,Medium,Corn
Loamy,Mustard,9,Low,High,Peas
Silty,Soybean,15,High,High,Rice
Chalky,Mustard,9,Low,Low,Barley
Chalky,Flaxseed,2,Low,Low,Flaxseed
Clay,Sesame,17,Low,Medium,Groundnut
Peaty,Corn,12,Medium,High,Lentils
Silty,Chickpea,6,Medium,Medium,Soybean
Loamy,Soybean,17,Medium,Medium,Sunflower
Peaty,Mustard,10,Low,Low,Sesame
Sandy,Soybean,10,Medium,Low,Millets
Clay,Mustard,10,Medium,Low,Tomato
Loamy,Soybean,9,Low,High,Corn
Peaty,Wheat,6,Medium,High,Soybean
Silty,Soybean,18,Medium,Medium,Soybean
Clay,Corn,5,Medium,Medium,Sunflower
Loamy,Chickpea,7,Medium,Medium,Corn
Peaty,Chickpea,2,Low,Low,Soybean
Silty,Mustard,16,Medium,Medium,Tomato
Peaty,Corn,15,Low,High,Soybean
Silty,Barley,8,High,High,Soybean
Sandy,Soybean,20,Low,High,Cotton
Sandy,Mustard,9,Low,Low,Mustard
Chalky,Maize,7,High,Medium,Oats
Clay,Flaxseed,18,Low,High,Soybean
Silty,Wheat,10,Medium,High,Soybean
Peaty,Tomato,10,High,Low,Lentils
Chalky,Peas,14,Medium,Low,Barley
Chalky,Lentils,12,Low,Low,Barley
Clay,Sugarcane,15,High,High,Banana
Loamy,Sesame,11,Low,Low,Corn
Peaty,Corn,9,Medium,Low,Soybean
Loamy,Soybean,5,High,Medium,Peas
Chalky,Sugarcane,16,High,Low,Oats
Peaty,Barley,10,Medium,Medium,Lentils
Clay,Wheat,2,High,High,Flaxseed
Chalky,Rice,18,Medium,High,Flaxseed
Loamy,Wheat,8,Low,Low,Peas
Peaty,Soybean,2,High,Low,Sesame
Chalky,Sesame,7,High,Medium,Oats
Peaty,Corn,15,Medium,Medium,Lentils
Chalky,Lentils,9,Medium,Medium,Barley
Sandy,Millets,17,Medium,Medium,Millets
Sandy,Wheat,9,Low,Medium,Millets
Sandy,Tomato,14,Medium,Low,Millets
Silty,Tomato,20,Medium,Medium,Rice
Sandy,Tomato,2,Medium,High,Cotton
Silty,Soybean,6,Medium,High,Soybean
Chalky,Sesame,15,Medium,Medium,Barley
Clay,Mustard,12,Medium,High,Pumpkin
Clay,Rice,1,Low,Low,Peas
Silty,Mustard,20,High,High,Soybean
Sandy,Lentils,14,High,Medium,Mustard
Sandy,Flaxseed,2,Medium,Low,Millets
Peaty,Corn,16,Low,Medium,Lentils
Chalky,Lentils,7,Low,High,Oats
Silty,Sugarcane,4,Low,Medium,Tomato
Loamy,Wheat,13,Low,High,Peas
Chalky,Mustard,2,High,High,Barley
Sandy,Sesame,17,Medium,Low,Millets
Chalky,Millets,15,Low,Medium,Oats
Sandy,Mustard,2,High,Medium,Cotton
Silty,Mustard,18,Low,High,Tomato
Peaty,Lentils,2,Low,Medium,Lentils
Peaty,Tomato,13,High,High,Soybean
Peaty,Barley,8,Low,Low,Sesame
Clay,Soybean,10,High,Low,Barley
Sandy,Lentils,15,Low,Medium,Millets
Loamy,Barley,3,Medium,High,Peas
Clay,Lentils,15,Low,Low,Orange
Clay,Cotton,15,Low,High,Soybean
Peaty,Barley,20,Medium,High,Soybean
Silty,Rice,5,Medium,High,Tomato
Peaty,Sesame,6,Medium,Low,Sesame
Loamy,Tomato,5,Low,Medium,Peas
Loamy,Wheat,9,High,High,Sunflower
Peaty,Soybean,13,Medium,Medium,Soybean
Chalky,Sunflower,10,Medium,Low,Flaxseed
Loamy,Corn,3,High,High,Sunflower
Sandy,Peas,12,Low,Medium,Millets
Sandy,Corn,16,Medium,High,Cotton
Loamy,Corn,10,High,Medium,Sunflower
Clay,Corn,15,Medium,High,Apple
Chalky,Soybean,1,High,High,Oats
Clay,Soybean,14,High,Low,Millets
Loamy,Corn,9,Low,High,Corn
Sandy,Flaxseed,1,Low,High,Millets
Clay,Sunflower,4,Low,Low,Flaxseed
Sandy,Rice,19,Low,Low,Mustard
Clay,Soybean,16,Medium,High,Barley
Chalky,Corn,1,Low,Low,Flaxseed
Loamy,Corn,11,Medium,Medium,Peas
Sandy,Cotton,14,Medium,Low,Cotton
Chalky,Barley,14,High,Medium,Oats
Peaty,Peas,4,High,High,Lentils
Chalky,Cotton,3,Medium,Medium,Oats
Chalky,Sunflower,13,High,High,Flaxseed
Chalky,Mustard,9,Low,Medium,Barley
Peaty,Lentils,2,High,Medium,Sesame
Chalky,Flaxseed,8,Low,Medium,Barley
Chalky,Millets,15,High,Medium,Flaxseed
Clay,Mustard,1,Low,Low,Chickpea
Loamy,Sesame,9,High,Medium,Sunflower
Chalky,Peas,16,Medium,High,Barley
Peaty,Soybean,1,Medium,High,Soybean
Peaty,Wheat,8,Medium,Medium,Lentils
Chalky,Sugarcane,17,Low,Low,Flaxseed
Sandy,Mustard,8,Low,High,Cotton
Peaty,Mustard,14,Low,High,Sesame
Silty,Sunflower,3,Low,High,Rice
Chalky,Lentils,1,High,High,Flaxseed
Clay,Sugarcane,14,Low,Low,Maize
Chalky,Lentils,8,Medium,Medium,Flaxseed
Loamy,Soybean,8,High,High,Corn
Loamy,Lentils,17,Medium,High,Peas
Peaty,Soybean,17,High,Low,Soybean
Loamy,Maize,4,High,Low,Sunflower
Chalky,Lentils,2,Medium,Low,Barley
Chalky,Rice,16,Low,Medium,Barley
Peaty,Sugarcane,19,High,Low,Lentils
Peaty,Soybean,16,High,Low,Soybean
Sandy,Wheat,6,Low,High,Cotton
Peaty,Tomato,18,Medium,High,Soybean
Clay,Corn,11,Medium,Low,Orange
Chalky,Sugarcane,5,Low,Medium,Flaxseed
Loamy,Soybean,12,Medium,Medium,Sunflower
Silty,Soybean,6,High,Medium,Soybean
Sandy,Tomato,7,Medium,Low,Cotton
Sandy,Mustard,15,High,Low,Mustard
Chalky,Barley,4,High,Low,Oats
Chalky,Sugarcane,17,Low,Low,Flaxseed
Loamy,Lentils,18,Low,High,Sunflower
Silty,Rice,10,Low,High,Rice
Clay,Lentils,15,High,Low,Barley
Chalky,Flaxseed,4,High,Medium,Flaxseed
Clay,Sunflower,6,High,Medium,Sunflower
Silty,Wheat,9,High,High,Soybean
Peaty,Flaxseed,12,Medium,Low,Sesame
Peaty,Tomato,3,Low,Medium,Soybean
Clay,Chickpea,19,Low,Medium,Mustard
Loamy,Lentils,11,High,Medium,Sunflower
Peaty,Sugarcane,11,Medium,Medium,Soybean
Sandy,Soybean,19,Medium,Low,Millets
Peaty,Flaxseed,9,High,High,Lentils
Loamy,Sunflower,1,Medium,High,Corn
Sandy,Lentils,16,Medium,Medium,Cotton
Chalky,Soybean,7,Low,Medium,Barley
Peaty,Chickpea,13,High,High,Sesame
Peaty,Soybean,11,High,Low,Lentils
Peaty,Barley,5,Medium,Medium,Lentils
Chalky,Sesame,6,High,Low,Flaxseed
Sandy,Soybean,14,Low,Low,Millets
Chalky,Soybean,9,High,High,Oats
Peaty,Lentils,12,High,Medium,Soybean
Peaty,Soybean,20,Medium,Low,Sesame
Silty,Tomato,6,Medium,Low,Rice
Silty,Wheat,2,Low,Low,Tomato
Chalky,Peas,3,Medium,Low,Flaxseed
Peaty,Corn,12,Low,High,Soybean
Loamy,Rice,5,Medium,Low,Peas
Clay,Barley,18,Medium,Medium,Tomato
Sandy,Wheat,1,High,Low,Millets
Silty,Wheat,14,High,Low,Tomato
Loamy,Maize,5,Low,Low,Corn
Clay,Lentils,14,Low,Medium,Tomato
Sandy,Maize,4,High,High,Mustard
Clay,Chickpea,1,Medium,High,Groundnut
Sandy,Mustard,13,Medium,Low,Millets
Sandy,Chickpea,2,Low,High,Millets
Chalky,Soybean,13,Low,Low,Flaxseed
Loamy,Sunflower,9,Low,Medium,Peas
Peaty,Chickpea,18,Medium,Medium,Sesame
Peaty,Peas,8,High,Medium,Soybean
Loamy,Sesame,14,Medium,Medium,Sunflower
Chalky,Peas,5,High,High,Flaxseed
Peaty,Peas,20,Medium,Medium,Sesame
Chalky,Mustard,17,High,Medium,Flaxseed
Sandy,Millets,13,Medium,Low,Mustard
Chalky,Rice,9,High,Medium,Oats
Sandy,Sunflower,1,High,Low,Cotton
Silty,Sesame,14,Medium,High,Rice
Loamy,Chickpea,13,Medium,Medium,Peas
Clay,Corn,4,High,High,Spinach
Loamy,Mustard,15,Low,Medium,Corn
Silty,Tomato,9,High,High,Rice
Silty,Soybean,4,High,High,Soybean
Loamy,Soybean,11,Medium,Medium,Peas
Clay,Barley,16,Low,Low,Wheat
Loamy,Wheat,4,Low,Low,Sunflower
Sandy,Mustard,6,Medium,Medium,Mustard
Loamy,Sunflower,17,Medium,Low,Peas
Peaty,Wheat,18,Low,High,Sesame
Chalky,Sunflower,14,Low,Low,Flaxseed
Silty,Flaxseed,20,Medium,High,Rice
Peaty,Tomato,5,Low,Medium,Sesame
Peaty,Soybean,1,High,Low,Sesame
Peaty,Soybean,12,High,High,Lentils
Silty,Peas,17,High,Medium,Soybean
Clay,Corn,11,High,Low,Onion
Loamy,Sesame,17,High,Low,Corn
Sandy,Barley,13,Low,Low,Cotton
Chalky,Sesame,9,Low,Low,Flaxseed
Loamy,Mustard,15,Medium,Low,Corn
Sandy,Corn,17,Low,Medium,Mustard
Chalky,Flaxseed,2,High,Medium,Flaxseed
Peaty,Tomato,19,Low,Low,Sesame
Sandy,Chickpea,12,Medium,Medium,Mustard
Peaty,Chickpea,7,High,Medium,Sesame
Chalky,Corn,5,High,Medium,Oats
Silty,Cotton,10,High,High,Tomato
Peaty,Sunflower,16,High,Low,Sesame
Sandy,Corn,4,Medium,High,Millets
Peaty,Cotton,8,Medium,Low,Lentils
Silty,Lentils,12,High,Low,Rice
Clay,Wheat,13,Low,High,Grapes
Peaty,Chickpea,19,High,High,Lentils
Clay,Corn,20,Medium,High,Grapes
Chalky,Chickpea,13,Medium,High,Flaxseed
Sandy,Corn,1,High,Low,Millets
Silty,Cotton,8,Medium,Low,Tomato
Clay,Sunflower,13,Medium,High,Sugarcane
Sandy,Sunflower,1,Medium,Low,Cotton
Sandy,Lentils,2,High,High,Cotton
Clay,Wheat,17,Medium,Medium,Onion
Sandy,Corn,7,High,Medium,Cotton
Sandy,Soybean,18,Low,Medium,Mustard
Peaty,Lentils,18,High,Low,Sesame
Clay,Flaxseed,6,Low,Low,Wheat
Peaty,Lentils,1,Low,High,Lentils
Sandy,Flaxseed,14,Low,High,Mustard
Clay,Soybean,1,High,High,Maize
Loamy,Soybean,3,Low,Medium,Sunflower
Peaty,Lentils,10,Low,Medium,Lentils
Peaty,Mustard,16,Low,Low,Sesame
Clay,Flaxseed,2,Medium,High,Millets
Silty,Lentils,3,Low,High,Soybean
Chalky,Flaxseed,12,High,Low,Flaxseed
Chalky,Lentils,3,Medium,Low,Barley
Sandy,Soybean,1,Low,Low,Mustard
Peaty,Cotton,12,Low,High,Lentils
Silty,Sunflower,19,Low,Low,Rice
Loamy,Wheat,16,High,Low,Corn
Peaty,Peas,7,High,Medium,Sesame
Silty,Corn,15,Medium,Low,Tomato
Loamy,Chickpea,14,High,High,Peas
Chalky,Rice,14,High,High,Flaxseed
Loamy,Mustard,1,Medium,Low,Corn
Loamy,Mustard,13,Low,High,Corn
Loamy,Peas,15,Medium,Low,Sunflower
Clay,Sunflower,7,Medium,Medium,Tomato
Loamy,Lentils,6,Low,Medium,Corn
Clay,Flaxseed,14,Medium,Low,Flaxseed
Loamy,Soybean,11,High,High,Sunflower
Loamy,Mustard,7,High,Low,Corn
Clay,Mustard,18,Medium,Low,Pumpkin
Peaty,Millets,10,Medium,Medium,Soybean
Loamy,Millets,17,Medium,Low,Peas
Chalky,Maize,16,Medium,High,Flaxseed
Chalky,Peas,14,High,Low,Flaxseed
Chalky,Maize,4,High,Low,Flaxseed
Chalky,Wheat,13,Medium,High,Barley
Clay,Flaxseed,19,Low,High,Grapes
Peaty,Soybean,17,Medium,High,Lentils
Sandy,Wheat,13,High,High,Millets
Silty,Lentils,4,Medium,High,Rice
Chalky,Soybean,16,High,Medium,Barley
Chalky,Tomato,11,High,Low,Barley
Peaty,Sesame,16,Medium,High,Sesame
Clay,Mustard,17,Low,Low,Orange
Loamy,Wheat,1,Low,High,Peas
Clay,Corn,8,Low,Medium,Onion
Loamy,Wheat,6,Low,High,Peas
Peaty,Wheat,3,Low,Medium,Lentils
Peaty,Mustard,16,High,Low,Soybean
Chalky,Corn,14,Low,High,Flaxseed
Loamy,Wheat,7,Medium,Medium,Corn
Peaty,Maize,12,Medium,Medium,Sesame
Silty,Sunflower,9,Medium,Low,Rice
Peaty,Sunflower,20,Low,High,Lentils
Sandy,Chickpea,13,High,Low,Cotton
Clay,Soybean,20,High,Low,Wheat
Silty,Chickpea,11,High,High,Soybean
Silty,Barley,9,High,High,Rice
Clay,Maize,17,Medium,Medium,Grapes
Silty,Sunflower,12,Medium,Medium,Tomato
Clay,Lentils,8,Medium,Medium,Cabbage
Sandy,Sunflower,2,Medium,Medium,Cotton
Loamy,Peas,11,Medium,Medium,Sunflower
Loamy,Corn,3,Medium,Medium,Sunflower
Chalky,Lentils,4,Medium,High,Flaxseed
Silty,Millets,11,Low,Medium,Tomato
Loamy,Corn,9,Medium,Low,Peas
Silty,Corn,2,High,Low,Rice
Peaty,Flaxseed,1,Medium,Medium,Sesame
Silty,Sunflower,4,High,Medium,Soybean
Peaty,Soybean,11,Low,Medium,Sesame
Clay,Flaxseed,14,Medium,Low,Onion
Chalky,Soybean,13,Medium,Medium,Flaxseed
Loamy,Flaxseed,5,Low,Low,Corn
Silty,Corn,4,Low,Low,Soybean
Clay,Soybean,5,Medium,High,Tea
Sandy,Millets,9,High,Medium,Mustard
Chalky,Cotton,18,Medium,Low,Oats
Silty,Soybean,11,Medium,Low,Rice
Sandy,Sunflower,17,Medium,Medium,Cotton
Peaty,Mustard,15,Medium,Low,Soybean
Silty,Corn,15,Low,Low,Soybean
Sandy,Sesame,6,High,High,Mustard
Chalky,Soybean,19,Low,Low,Flaxseed
Sandy,Peas,20,Medium,Low,Cotton
Silty,Soybean,11,Medium,Low,Soybean
Chalky,Soybean,18,High,Low,Flaxseed
Silty,Tomato,9,High,Medium,Soybean
Clay,Cotton,10,High,High,Rice
Loamy,Corn,19,Medium,Medium,Corn
Loamy,Sesame,20,Low,Low,Peas
Clay,Barley,10,High,Low,Flaxseed
Clay,Rice,7,High,Low,Apple
Silty,Flaxseed,6,High,Low,Rice
Sandy,Lentils,8,Medium,High,Cotton
Silty,Chickpea,3,High,Medium,Rice
Clay,Wheat,7,Medium,Low,Tomato
Sandy,Mustard,2,High,High,Millets
Silty,Peas,7,Low,High,Tomato
Peaty,Mustard,14,Low,High,Soybean
Silty,Sugarcane,9,Medium,High,Rice
Loamy,Cotton,8,Low,High,Sunflower
Silty,Sunflower,10,Low,Medium,Rice
Loamy,Lentils,10,High,Medium,Sunflower
Silty,Flaxseed,14,Medium,Low,Rice
Chalky,Chickpea,9,High,Low,Oats
Loamy,Corn,14,Medium,High,Sunflower
Loamy,Mustard,16,Medium,High,Peas
Chalky,Corn,2,Medium,High,Oats
Chalky,Soybean,15,High,Medium,Barley
Chalky,Tomato,6,High,Low,Barley
Sandy,Peas,9,High,Low,Cotton
Clay,Soybean,18,High,Medium,Lentils
Silty,Sunflower,14,Medium,Medium,Tomato
Clay,Wheat,15,Medium,Medium,Garlic
Clay,Sunflower,8,Low,Low,Carrot
Clay,Corn,3,Medium,Low,Spinach
Loamy,Corn,13,High,Medium,Corn
Peaty,Wheat,18,Low,Low,Sesame
Peaty,Flaxseed,11,Medium,Medium,Sesame
Peaty,Sesame,4,Low,Low,Sesame
Chalky,Chickpea,15,Low,High,Flaxseed
Loamy,Sunflower,4,Low,Medium,Peas
Silty,Sugarcane,8,Low,Low,Rice
Peaty,Sesame,8,High,Low,Soybean
Loamy,Sugarcane,4,High,Medium,Peas
Chalky,Sesame,8,Medium,Medium,Oats
Clay,Mustard,1,Low,High,Pumpkin
Clay,Cotton,20,High,Low,Millets
Silty,Soybean,20,Medium,Medium,Soybean
Clay,Soybean,11,High,Low,Sesame
Clay,Soybean,11,Medium,Medium,Garlic
Peaty,Peas,20,High,Low,Lentils
Peaty,Lentils,4,Medium,Medium,Soybean
Peaty,Sunflower,16,Low,Medium,Lentils
Peaty,Soybean,9,Low,Low,Soybean
Chalky,Chickpea,4,Medium,Medium,Oats
Loamy,Barley,4,Low,Low,Corn
Peaty,Mustard,15,Medium,High,Sesame
Silty,Mustard,5,High,Low,Soybean
Silty,Rice,14,Medium,Medium,Rice
Clay,Sugarcane,9,Medium,Low,Spinach
Silty,Corn,4,High,Medium,Rice
Clay,Wheat,19,High,Medium,Lentils
Peaty,Maize,11,High,Medium,Lentils
Peaty,Tomato,4,Low,Low,Sesame
Chalky,Lentils,11,High,High,Barley
Silty,Soybean,10,Low,High,Tomato
Loamy,Lentils,20,High,High,Corn
Loamy,Sesame,16,Medium,Low,Sunflower
Clay,Soybean,4,Low,High,Apple
Clay,Barley,17,High,Medium,Peas
Silty,Mustard,15,High,Medium,Soybean
Sandy,Tomato,2,Low,Low,Mustard
Sandy,Maize,19,Low,High,Mustard
Silty,Peas,4,High,Medium,Soybean
Peaty,Barley,17,Medium,High,Soybean
Peaty,Sugarcane,6,Medium,High,Soybean
Peaty,Wheat,4,Medium,High,Soybean
Silty,Chickpea,14,Low,Low,Tomato
Chalky,Sunflower,2,High,Medium,Barley
Loamy,Rice,6,High,High,Peas
Clay,Mustard,7,Low,High,Maize
Clay,Sunflower,15,Low,Low,Sesame
Peaty,Peas,19,High,Low,Sesame
Chalky,Soybean,15,High,Low,Flaxseed
Silty,Rice,20,High,Medium,Soybean
Chalky,Sunflower,1,Medium,High,Flaxseed
Silty,Soybean,11,Low,Low,Tomato
Sandy,Sunflower,11,Low,Low,Mustard
Peaty,Maize,7,Medium,Medium,Soybean
Loamy,Mustard,9,Low,Low,Sunflower
Clay,Chickpea,6,Low,High,Maize
Silty,Sesame,2,High,Low,Soybean
Chalky,Rice,18,High,Low,Oats
Loamy,Sugarcane,3,Medium,Medium,Peas
Clay,Chickpea,8,High,Low,Lentils
Peaty,Sesame,8,Medium,Low,Lentils
Loamy,Soybean,2,Medium,High,Sunflower
Clay,Lentils,12,Medium,High,Grapes
Clay,Rice,2,Low,Medium,Onion
Silty,Tomato,19,Low,High,Rice
Loamy,Flaxseed,2,Low,Medium,Corn
Chalky,Soybean,3,High,High,Flaxseed
Chalky,Sesame,17,Medium,High,Barley
Peaty,Sunflower,12,Medium,Medium,Lentils
Loamy,Barley,18,Low,Medium,Corn
Loamy,Maize,13,Medium,High,Corn
Chalky,Peas,3,High,High,Barley
Peaty,Tomato,10,Low,Medium,Soybean
Clay,Millets,5,Medium,Medium,Barley
Peaty,Tomato,2,Low,High,Soybean
Sandy,Tomato,10,High,Medium,Cotton
Peaty,Barley,10,Medium,Medium,Soybean
Clay,Sesame,17,Low,High,Soybean
Clay,Flaxseed,9,Low,High,Apple
Peaty,Sugarcane,2,Medium,Medium,Soybean
Peaty,Flaxseed,1,Low,High,Lentils
Silty,Barley,19,High,Low,Rice
Silty,Soybean,9,Low,High,Rice
Peaty,Sugarcane,8,Low,Medium,Sesame
Clay,Peas,7,High,Medium,Tea
Sandy,Wheat,1,High,Low,Cotton
Peaty,Soybean,12,Low,High,Soybean
Sandy,Wheat,19,Low,Low,Cotton
Loamy,Corn,6,Medium,Low,Sunflower
Peaty,Lentils,19,Low,Medium,Sesame
Silty,Corn,9,High,High,Soybean
Clay,Lentils,18,Low,Low,Maize
Clay,Soybean,1,Low,High,Oats
Silty,Peas,10,Medium,Medium,Rice
Peaty,Mustard,18,High,Medium,Soybean
Sandy,Lentils,5,High,Medium,Millets
Silty,Soybean,12,High,High,Rice
Clay,Wheat,13,Medium,High,Soybean
Sandy,Sesame,3,High,Medium,Millets
Silty,Peas,13,Medium,High,Rice
Chalky,Corn,20,High,Medium,Flaxseed
Sandy,Tomato,12,High,High,Mustard
Loamy,Corn,2,Low,High,Sunflower
Loamy,Soybean,4,Low,Low,Peas
Loamy,Flaxseed,11,High,Low,Corn
Sandy,Soybean,7,Medium,Low,Cotton
Sandy,Sunflower,5,Medium,Medium,Millets
Loamy,Flaxseed,15,Low,Medium,Sunflower
Chalky,Soybean,11,Low,Low,Flaxseed
Peaty,Corn,14,Low,Low,Sesame
Silty,Flaxseed,7,Low,Low,Tomato
Loamy,Lentils,16,Medium,Medium,Sunflower
Peaty,Tomato,2,Medium,Low,Lentils
Sandy,Soybean,16,Medium,Low,Mustard
Chalky,Wheat,3,Medium,Low,Oats
Peaty,Maize,13,Low,High,Soybean
Silty,Wheat,20,High,Medium,Rice
Silty,Peas,1,Medium,Low,Soybean
Loamy,Maize,18,High,High,Corn
Clay,Lentils,13,High,High,Carrot
Sandy,Wheat,5,Low,Low,Cotton
Silty,Soybean,20,Low,Low,Rice
Sandy,Sugarcane,13,Low,Medium,Millets
Sandy,Flaxseed,3,High,Medium,Mustard
Loamy,Soybean,1,High,Medium,Sunflower
Chalky,Lentils,8,Low,Low,Flaxseed
Peaty,Sugarcane,7,Medium,High,Lentils
Silty,Mustard,8,Medium,Medium,Rice
Loamy,Rice,18,Low,Low,Sunflower
Chalky,Sunflower,15,High,Low,Flaxseed
Silty,Wheat,10,Medium,High,Rice
Loamy,Mustard,8,Medium,High,Corn
Peaty,Sesame,3,Low,Medium,Lentils
Silty,Lentils,12,Low,High,Rice
Sandy,Soybean,16,Low,High,Mustard
Peaty,Mustard,18,High,High,Sesame
Clay,Corn,20,High,Medium,Spinach
Sandy,Mustard,16,High,High,Cotton
Silty,Mustard,16,High,Low,Rice
Silty,Corn,17,Low,Medium,Tomato
Clay,Chickpea,13,High,Medium,Carrot
Clay,Barley,3,High,Low,Potato
Silty,Millets,12,Low,High,Soybean
Sandy,Sesame,13,Medium,High,Mustard
Peaty,Sunflower,7,Low,Low,Soybean
Peaty,Tomato,7,Low,Low,Soybean
Chalky,Corn,2,High,Medium,Flaxseed
Clay,Flaxseed,6,Medium,Low,Mustard
Clay,Peas,5,High,Medium,Cotton
Sandy,Sugarcane,16,Low,Low,Mustard
Clay,Mustard,13,Medium,Medium,Garlic
Chalky,Mustard,19,High,Low,Barley
Clay,Barley,10,Low,Medium,Spinach
Chalky,Mustard,8,Low,Low,Flaxseed
Loamy,Sunflower,14,High,Low,Peas
Chalky,Tomato,11,Low,High,Oats
Silty,Flaxseed,8,High,Low,Rice
Peaty,Sunflower,13,High,Medium,Lentils
Loamy,Lentils,16,Medium,Low,Peas
Silty,Mustard,3,Low,Low,Rice
Silty,Sunflower,6,Low,High,Rice
Sandy,Lentils,6,Low,Medium,Millets
Loamy,Flaxseed,6,High,Medium,Corn
Chalky,Corn,4,Medium,Medium,Barley
Silty,Rice,6,Low,High,Rice
Peaty,Cotton,9,High,Medium,Sesame
Sandy,Lentils,15,Low,Low,Cotton
Clay,Corn,14,Medium,Medium,Groundnut
Loamy,Lentils,15,Low,Low,Corn
Loamy,Millets,14,High,Low,Sunflower
Loamy,Millets,8,Low,Low,Peas
Peaty,Tomato,20,Medium,Medium,Lentils
Clay,Tomato,14,High,High,Potato
Peaty,Peas,1,Medium,Medium,Soybean
Sandy,Wheat,14,High,High,Cotton
Clay,Soybean,9,High,High,Sesame
Chalky,Sunflower,4,Low,High,Barley
Loamy,Wheat,5,High,High,Corn
Peaty,Mustard,19,Low,High,Soybean
Chalky,Soybean,8,Low,High,Flaxseed
Peaty,Soybean,12,Medium,High,Soybean
Loamy,Sunflower,1,High,Medium,Peas
Chalky,Chickpea,11,Low,Medium,Barley
Clay,Wheat,5,Medium,Low,Potato
